precinct,votes,ja'mal green,%,sophia king,%,kam buckner,%,willie l. wilson,%,brandon johnson,%,paul vallas,%,lori e. lightfoot,%,roderick t. sawyer,%,"jesus ""chuy"" garcia",%,ward
21,622,7,1.13%,5,0.80%,6,0.96%,38,6.11%,143,22.99%,299,48.07%,42,6.75%,2,0.32%,80,12.86%,Ward 38
22,410,2,0.49%,4,0.98%,8,1.95%,33,8.05%,85,20.73%,190,46.34%,26,6.34%,2,0.49%,60,14.63%,Ward 38
23,602,8,1.33%,4,0.66%,5,0.83%,56,9.30%,108,17.94%,297,49.34%,32,5.32%,0,0%,92,15.28%,Ward 38
24,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,Ward 38
25,680,7,1.03%,7,1.03%,10,1.47%,44,6.47%,175,25.74%,297,43.68%,40,5.88%,3,0.44%,97,14.26%,Ward 38
1,533,3,0.56%,3,0.56%,9,1.69%,26,4.88%,64,12.01%,325,60.98%,59,11.07%,0,0%,44,8.26%,Ward 39
2,317,0,0%,4,1.26%,4,1.26%,31,9.78%,29,9.15%,141,44.48%,32,10.09%,0,0%,76,23.97%,Ward 39
3,360,7,1.94%,4,1.11%,9,2.50%,22,6.11%,88,24.44%,146,40.56%,38,10.56%,2,0.56%,44,12.22%,Ward 39
4,534,7,1.31%,5,0.94%,7,1.31%,16,3.00%,48,8.99%,341,63.86%,61,11.42%,1,0.19%,48,8.99%,Ward 39
5,344,6,1.74%,4,1.16%,5,1.45%,13,3.78%,90,26.16%,141,40.99%,27,7.85%,0,0%,58,16.86%,Ward 39
6,235,6,2.55%,1,0.43%,3,1.28%,8,3.40%,58,24.68%,94,40.00%,21,8.94%,0,0%,44,18.72%,Ward 39
7,258,3,1.16%,6,2.33%,3,1.16%,9,3.49%,55,21.32%,128,49.61%,26,10.08%,1,0.39%,27,10.47%,Ward 39
8,303,1,0.33%,1,0.33%,7,2.31%,12,3.96%,55,18.15%,126,41.58%,27,8.91%,0,0%,74,24.42%,Ward 39
9,277,1,0.36%,3,1.08%,3,1.08%,22,7.94%,67,24.19%,114,41.16%,19,6.86%,2,0.72%,46,16.61%,Ward 39
10,339,6,1.77%,4,1.18%,9,2.65%,9,2.65%,149,43.95%,86,25.37%,18,5.31%,2,0.59%,56,16.52%,Ward 39
11,284,4,1.41%,2,0.70%,2,0.70%,20,7.04%,54,19.01%,131,46.13%,30,10.56%,0,0%,41,14.44%,Ward 39
12,433,8,1.85%,9,2.08%,8,1.85%,34,7.85%,100,23.09%,166,38.34%,46,10.62%,3,0.69%,59,13.63%,Ward 39
13,621,6,0.97%,2,0.32%,10,1.61%,31,4.99%,137,22.06%,274,44.12%,57,9.18%,4,0.64%,100,16.10%,Ward 39
14,765,4,0.52%,8,1.05%,4,0.52%,34,4.44%,48,6.27%,569,74.38%,46,6.01%,4,0.52%,48,6.27%,Ward 39
15,478,4,0.84%,2,0.42%,11,2.30%,31,6.49%,123,25.73%,172,35.98%,59,12.34%,0,0%,76,15.90%,Ward 39
16,310,5,1.61%,1,0.32%,7,2.26%,13,4.19%,62,20.00%,131,42.26%,27,8.71%,0,0%,64,20.65%,Ward 39
17,763,5,0.66%,6,0.79%,8,1.05%,69,9.04%,73,9.57%,477,62.52%,60,7.86%,1,0.13%,64,8.39%,Ward 39
18,340,4,1.18%,3,0.88%,5,1.47%,32,9.41%,26,7.65%,206,60.59%,28,8.24%,0,0%,36,10.59%,Ward 39
19,604,11,1.82%,8,1.32%,4,0.66%,40,6.62%,193,31.95%,179,29.64%,59,9.77%,2,0.33%,108,17.88%,Ward 39
20,475,4,0.84%,1,0.21%,8,1.68%,38,8.00%,60,12.63%,303,63.79%,22,4.63%,1,0.21%,38,8.00%,Ward 39
21,488,8,1.64%,9,1.84%,13,2.66%,33,6.76%,145,29.71%,160,32.79%,47,9.63%,1,0.20%,72,14.75%,Ward 39
22,297,1,0.34%,0,0%,4,1.35%,21,7.07%,31,10.44%,178,59.93%,30,10.10%,0,0%,32,10.77%,Ward 39
23,70,0,0%,0,0%,1,1.43%,3,4.29%,6,8.57%,54,77.14%,4,5.71%,0,0%,2,2.86%,Ward 39
24,390,7,1.79%,1,0.26%,10,2.56%,20,5.13%,129,33.08%,141,36.15%,22,5.64%,2,0.51%,58,14.87%,Ward 39
25,217,7,3.23%,1,0.46%,3,1.38%,21,9.68%,78,35.94%,34,15.67%,18,8.29%,1,0.46%,54,24.88%,Ward 39
26,236,5,2.12%,2,0.85%,2,0.85%,6,2.54%,60,25.42%,94,39.83%,13,5.51%,0,0%,54,22.88%,Ward 39
27,287,2,0.70%,2,0.70%,4,1.39%,21,7.32%,36,12.54%,142,49.48%,45,15.68%,0,0%,35,12.20%,Ward 39
28,285,2,0.70%,2,0.70%,6,2.11%,21,7.37%,88,30.88%,90,31.58%,24,8.42%,1,0.35%,51,17.89%,Ward 39
29,129,2,1.55%,1,0.78%,2,1.55%,5,3.88%,11,8.53%,82,63.57%,16,12.40%,1,0.78%,9,6.98%,Ward 39
30,273,4,1.47%,5,1.83%,1,0.37%,11,4.03%,39,14.29%,160,58.61%,22,8.06%,1,0.37%,30,10.99%,Ward 39
31,334,3,0.90%,3,0.90%,2,0.60%,24,7.19%,41,12.28%,209,62.57%,29,8.68%,1,0.30%,22,6.59%,Ward 39
32,804,7,0.87%,5,0.62%,6,0.75%,24,2.99%,135,16.79%,487,60.57%,74,9.20%,2,0.25%,64,7.96%,Ward 39
33,298,3,1.01%,7,2.35%,6,2.01%,10,3.36%,45,15.10%,187,62.75%,15,5.03%,1,0.34%,24,8.05%,Ward 39
34,357,1,0.28%,4,1.12%,4,1.12%,20,5.60%,36,10.08%,246,68.91%,22,6.16%,1,0.28%,23,6.44%,Ward 39
35,495,7,1.41%,8,1.62%,4,0.81%,20,4.04%,96,19.39%,250,50.51%,33,6.67%,1,0.20%,76,15.35%,Ward 39
1,443,5,1.13%,7,1.58%,9,2.03%,14,3.16%,117,26.41%,166,37.47%,44,9.93%,0,0%,81,18.28%,Ward 40
2,480,25,5.21%,8,1.67%,9,1.88%,44,9.17%,99,20.63%,137,28.54%,76,15.83%,0,0%,82,17.08%,Ward 40
3,465,14,3.01%,4,0.86%,12,2.58%,29,6.24%,117,25.16%,135,29.03%,61,13.12%,0,0%,93,20.00%,Ward 40
4,431,4,0.93%,10,2.32%,9,2.09%,38,8.82%,69,16.01%,176,40.84%,44,10.21%,0,0%,81,18.79%,Ward 40
5,388,10,2.58%,6,1.55%,10,2.58%,24,6.19%,91,23.45%,133,34.28%,39,10.05%,2,0.52%,73,18.81%,Ward 40
6,391,16,4.09%,3,0.77%,4,1.02%,43,11.00%,77,19.69%,92,23.53%,93,23.79%,0,0%,63,16.11%,Ward 40
7,447,10,2.24%,2,0.45%,5,1.12%,24,5.37%,126,28.19%,138,30.87%,62,13.87%,0,0%,80,17.90%,Ward 40
8,344,5,1.45%,4,1.16%,6,1.74%,21,6.10%,61,17.73%,139,40.41%,39,11.34%,3,0.87%,66,19.19%,Ward 40
9,534,11,2.06%,4,0.75%,13,2.43%,34,6.37%,127,23.78%,171,32.02%,74,13.86%,1,0.19%,99,18.54%,Ward 40
10,746,4,0.54%,8,1.07%,27,3.62%,27,3.62%,225,30.16%,207,27.75%,121,16.22%,3,0.40%,124,16.62%,Ward 40
11,552,5,0.91%,6,1.09%,3,0.54%,30,5.43%,96,17.39%,261,47.28%,46,8.33%,1,0.18%,104,18.84%,Ward 40
12,506,3,0.59%,10,1.98%,17,3.36%,17,3.36%,146,28.85%,150,29.64%,73,14.43%,2,0.40%,88,17.39%,Ward 40
13,494,4,0.81%,7,1.42%,17,3.44%,14,2.83%,177,35.83%,108,21.86%,75,15.18%,4,0.81%,88,17.81%,Ward 40
14,673,11,1.63%,11,1.63%,25,3.71%,11,1.63%,324,48.14%,139,20.65%,72,10.70%,4,0.59%,76,11.29%,Ward 40
15,503,6,1.19%,6,1.19%,13,2.58%,20,3.98%,205,40.76%,112,22.27%,52,10.34%,1,0.20%,88,17.50%,Ward 40
16,456,9,1.97%,3,0.66%,11,2.41%,7,1.54%,189,41.45%,104,22.81%,52,11.40%,0,0%,81,17.76%,Ward 40
17,560,6,1.07%,5,0.89%,17,3.04%,14,2.50%,189,33.75%,165,29.46%,59,10.54%,2,0.36%,103,18.39%,Ward 40
18,589,10,1.70%,6,1.02%,14,2.38%,17,2.89%,219,37.18%,167,28.35%,68,11.54%,1,0.17%,87,14.77%,Ward 40
19,526,4,0.76%,3,0.57%,20,3.80%,22,4.18%,182,34.60%,155,29.47%,52,9.89%,7,1.33%,81,15.40%,Ward 40
20,581,4,0.69%,6,1.03%,24,4.13%,21,3.61%,191,32.87%,194,33.39%,52,8.95%,4,0.69%,85,14.63%,Ward 40
21,501,9,1.80%,3,0.60%,12,2.40%,8,1.60%,224,44.71%,129,25.75%,63,12.57%,0,0%,53,10.58%,Ward 40
22,663,10,1.51%,4,0.60%,16,2.41%,21,3.17%,302,45.55%,164,24.74%,63,9.50%,3,0.45%,80,12.07%,Ward 40
23,769,11,1.43%,9,1.17%,32,4.16%,18,2.34%,310,40.31%,204,26.53%,79,10.27%,5,0.65%,101,13.13%,Ward 40
1,408,1,0.25%,1,0.25%,2,0.49%,54,13.24%,27,6.62%,265,64.95%,21,5.15%,1,0.25%,36,8.82%,Ward 41
2,220,3,1.36%,4,1.82%,1,0.45%,27,12.27%,11,5.00%,133,60.45%,20,9.09%,2,0.91%,19,8.64%,Ward 41
3,240,4,1.67%,3,1.25%,1,0.42%,32,13.33%,14,5.83%,145,60.42%,13,5.42%,1,0.42%,27,11.25%,Ward 41
4,457,0,0%,2,0.44%,2,0.44%,38,8.32%,10,2.19%,363,79.43%,16,3.50%,1,0.22%,25,5.47%,Ward 41
5,490,0,0%,1,0.20%,8,1.63%,32,6.53%,40,8.16%,355,72.45%,14,2.86%,1,0.20%,39,7.96%,Ward 41
6,474,1,0.21%,3,0.63%,1,0.21%,38,8.02%,35,7.38%,344,72.57%,27,5.70%,0,0%,25,5.27%,Ward 41
7,387,2,0.52%,2,0.52%,1,0.26%,33,8.53%,39,10.08%,267,68.99%,19,4.91%,1,0.26%,23,5.94%,Ward 41
8,376,4,1.06%,5,1.33%,1,0.27%,33,8.78%,29,7.71%,254,67.55%,17,4.52%,1,0.27%,32,8.51%,Ward 41
9,772,7,0.91%,10,1.30%,5,0.65%,44,5.70%,57,7.38%,557,72.15%,37,4.79%,1,0.13%,54,6.99%,Ward 41
10,622,2,0.32%,2,0.32%,6,0.96%,47,7.56%,50,8.04%,418,67.20%,25,4.02%,2,0.32%,70,11.25%,Ward 41
11,473,2,0.42%,7,1.48%,5,1.06%,37,7.82%,53,11.21%,299,63.21%,26,5.50%,0,0%,44,9.30%,Ward 41
12,288,1,0.35%,1,0.35%,3,1.04%,22,7.64%,6,2.08%,226,78.47%,7,2.43%,0,0%,22,7.64%,Ward 41
13,666,6,0.90%,4,0.60%,8,1.20%,67,10.06%,53,7.96%,426,63.96%,33,4.95%,1,0.15%,68,10.21%,Ward 41
14,729,6,0.82%,4,0.55%,11,1.51%,45,6.17%,47,6.45%,520,71.33%,33,4.53%,0,0%,63,8.64%,Ward 41
15,996,3,0.30%,3,0.30%,9,0.90%,72,7.23%,66,6.63%,742,74.50%,46,4.62%,1,0.10%,54,5.42%,Ward 41
16,342,0,0%,6,1.75%,1,0.29%,29,8.48%,18,5.26%,245,71.64%,17,4.97%,0,0%,26,7.60%,Ward 41
17,243,2,0.82%,0,0%,0,0%,25,10.29%,14,5.76%,178,73.25%,12,4.94%,0,0%,12,4.94%,Ward 41
18,692,1,0.14%,8,1.16%,4,0.58%,54,7.80%,56,8.09%,476,68.79%,45,6.50%,3,0.43%,45,6.50%,Ward 41
19,366,1,0.27%,1,0.27%,4,1.09%,33,9.02%,26,7.10%,247,67.49%,29,7.92%,0,0%,25,6.83%,Ward 41
20,404,0,0%,3,0.74%,8,1.98%,19,4.70%,34,8.42%,270,66.83%,29,7.18%,3,0.74%,38,9.41%,Ward 41
21,396,1,0.25%,4,1.01%,7,1.77%,27,6.82%,27,6.82%,283,71.46%,18,4.55%,0,0%,29,7.32%,Ward 41
22,319,2,0.63%,0,0%,6,1.88%,26,8.15%,18,5.64%,229,71.79%,13,4.08%,0,0%,25,7.84%,Ward 41
23,435,1,0.23%,6,1.38%,1,0.23%,35,8.05%,26,5.98%,315,72.41%,18,4.14%,0,0%,33,7.59%,Ward 41
24,730,3,0.41%,7,0.96%,7,0.96%,41,5.62%,42,5.75%,541,74.11%,39,5.34%,1,0.14%,49,6.71%,Ward 41
25,611,1,0.16%,5,0.82%,8,1.31%,45,7.36%,38,6.22%,456,74.63%,24,3.93%,1,0.16%,33,5.40%,Ward 41
26,744,3,0.40%,8,1.08%,7,0.94%,48,6.45%,59,7.93%,554,74.46%,21,2.82%,1,0.13%,43,5.78%,Ward 41
27,548,6,1.09%,7,1.28%,6,1.09%,28,5.11%,39,7.12%,403,73.54%,20,3.65%,3,0.55%,36,6.57%,Ward 41
28,882,3,0.34%,3,0.34%,5,0.57%,59,6.69%,60,6.80%,650,73.70%,41,4.65%,1,0.11%,60,6.80%,Ward 41
29,996,5,0.50%,3,0.30%,8,0.80%,36,3.61%,61,6.12%,769,77.21%,51,5.12%,1,0.10%,62,6.22%,Ward 41
30,771,3,0.39%,3,0.39%,1,0.13%,49,6.36%,37,4.80%,616,79.90%,16,2.08%,1,0.13%,45,5.84%,Ward 41
31,711,0,0%,5,0.70%,4,0.56%,38,5.34%,21,2.95%,588,82.70%,24,3.38%,0,0%,31,4.36%,Ward 41
1,285,0,0%,3,1.05%,4,1.40%,10,3.51%,26,9.12%,189,66.32%,38,13.33%,1,0.35%,14,4.91%,Ward 42
2,200,3,1.50%,4,2.00%,9,4.50%,7,3.50%,24,12.00%,103,51.50%,29,14.50%,0,0%,21,10.50%,Ward 42
3,641,4,0.62%,14,2.18%,18,2.81%,11,1.72%,73,11.39%,370,57.72%,113,17.63%,1,0.16%,37,5.77%,Ward 42
4,565,7,1.24%,8,1.42%,20,3.54%,16,2.83%,52,9.20%,353,62.48%,67,11.86%,3,0.53%,39,6.90%,Ward 42
5,787,12,1.52%,15,1.91%,13,1.65%,35,4.45%,85,10.80%,448,56.93%,118,14.99%,3,0.38%,58,7.37%,Ward 42
6,395,1,0.25%,7,1.77%,4,1.01%,16,4.05%,20,5.06%,256,64.81%,54,13.67%,0,0%,37,9.37%,Ward 42
7,486,1,0.21%,4,0.82%,6,1.23%,8,1.65%,35,7.20%,310,63.79%,77,15.84%,0,0%,45,9.26%,Ward 42
8,269,2,0.74%,6,2.23%,10,3.72%,3,1.12%,38,14.13%,151,56.13%,35,13.01%,2,0.74%,22,8.18%,Ward 42
9,578,10,1.73%,6,1.04%,11,1.90%,19,3.29%,52,9.00%,396,68.51%,48,8.30%,3,0.52%,33,5.71%,Ward 42
10,367,5,1.36%,5,1.36%,9,2.45%,6,1.63%,48,13.08%,240,65.40%,32,8.72%,0,0%,22,5.99%,Ward 42
11,249,10,4.02%,7,2.81%,2,0.80%,6,2.41%,54,21.69%,107,42.97%,39,15.66%,0,0%,24,9.64%,Ward 42
12,284,0,0%,6,2.11%,4,1.41%,7,2.46%,36,12.68%,172,60.56%,32,11.27%,3,1.06%,24,8.45%,Ward 42
13,261,2,0.77%,3,1.15%,6,2.30%,8,3.07%,44,16.86%,130,49.81%,38,14.56%,0,0%,30,11.49%,Ward 42
14,174,3,1.72%,0,0%,3,1.72%,3,1.72%,19,10.92%,88,50.57%,39,22.41%,0,0%,19,10.92%,Ward 42
15,129,4,3.10%,1,0.78%,4,3.10%,1,0.78%,23,17.83%,78,60.47%,7,5.43%,0,0%,11,8.53%,Ward 42
16,443,3,0.68%,7,1.58%,16,3.61%,7,1.58%,51,11.51%,287,64.79%,32,7.22%,4,0.90%,36,8.13%,Ward 42
17,589,3,0.51%,9,1.53%,15,2.55%,12,2.04%,86,14.60%,372,63.16%,38,6.45%,0,0%,54,9.17%,Ward 42
18,284,1,0.35%,1,0.35%,3,1.06%,4,1.41%,44,15.49%,186,65.49%,14,4.93%,1,0.35%,30,10.56%,Ward 42
19,496,4,0.81%,5,1.01%,10,2.02%,10,2.02%,50,10.08%,322,64.92%,48,9.68%,0,0%,47,9.48%,Ward 42
20,545,4,0.73%,5,0.92%,14,2.57%,2,0.37%,51,9.36%,398,73.03%,35,6.42%,1,0.18%,35,6.42%,Ward 42
21,492,6,1.22%,4,0.81%,17,3.46%,12,2.44%,60,12.20%,327,66.46%,34,6.91%,0,0%,32,6.50%,Ward 42
22,497,2,0.40%,7,1.41%,11,2.21%,20,4.02%,70,14.08%,295,59.36%,50,10.06%,2,0.40%,40,8.05%,Ward 42
23,610,2,0.33%,7,1.15%,12,1.97%,6,0.98%,48,7.87%,425,69.67%,69,11.31%,4,0.66%,37,6.07%,Ward 42
24,757,1,0.13%,7,0.92%,19,2.51%,13,1.72%,52,6.87%,553,73.05%,64,8.45%,3,0.40%,45,5.94%,Ward 42
1,707,1,0.14%,8,1.13%,10,1.41%,7,0.99%,46,6.51%,490,69.31%,87,12.31%,0,0%,58,8.20%,Ward 43
2,718,6,0.84%,11,1.53%,13,1.81%,17,2.37%,75,10.45%,463,64.48%,73,10.17%,1,0.14%,59,8.22%,Ward 43
3,295,1,0.34%,3,1.02%,2,0.68%,0,0%,22,7.46%,207,70.17%,41,13.90%,0,0%,19,6.44%,Ward 43
4,479,5,1.04%,17,3.55%,12,2.51%,9,1.88%,75,15.66%,251,52.40%,55,11.48%,3,0.63%,52,10.86%,Ward 43
5,735,10,1.36%,15,2.04%,17,2.31%,16,2.18%,117,15.92%,410,55.78%,83,11.29%,1,0.14%,66,8.98%,Ward 43
6,818,8,0.98%,16,1.96%,23,2.81%,17,2.08%,126,15.40%,446,54.52%,93,11.37%,3,0.37%,86,10.51%,Ward 43
7,686,10,1.46%,5,0.73%,23,3.35%,26,3.79%,165,24.05%,304,44.31%,93,13.56%,4,0.58%,56,8.16%,Ward 43
8,552,10,1.81%,7,1.27%,23,4.17%,11,1.99%,147,26.63%,248,44.93%,51,9.24%,1,0.18%,54,9.78%,Ward 43
9,750,9,1.20%,5,0.67%,35,4.67%,8,1.07%,152,20.27%,377,50.27%,85,11.33%,1,0.13%,78,10.40%,Ward 43
10,578,2,0.35%,8,1.38%,12,2.08%,17,2.94%,86,14.88%,339,58.65%,64,11.07%,0,0%,50,8.65%,Ward 43
11,397,6,1.51%,6,1.51%,8,2.02%,8,2.02%,74,18.64%,211,53.15%,45,11.34%,0,0%,39,9.82%,Ward 43
12,745,5,0.67%,12,1.61%,30,4.03%,12,1.61%,111,14.90%,449,60.27%,62,8.32%,0,0%,64,8.59%,Ward 43
13,562,6,1.07%,6,1.07%,12,2.14%,3,0.53%,62,11.03%,369,65.66%,57,10.14%,1,0.18%,46,8.19%,Ward 43
14,328,3,0.91%,10,3.05%,9,2.74%,3,0.91%,48,14.63%,188,57.32%,39,11.89%,0,0%,28,8.54%,Ward 43
15,774,4,0.52%,18,2.33%,20,2.58%,34,4.39%,85,10.98%,427,55.17%,117,15.12%,1,0.13%,68,8.79%,Ward 43
16,284,1,0.35%,7,2.46%,6,2.11%,20,7.04%,49,17.25%,145,51.06%,26,9.15%,0,0%,30,10.56%,Ward 43
17,561,7,1.25%,2,0.36%,23,4.10%,10,1.78%,122,21.75%,310,55.26%,45,8.02%,0,0%,42,7.49%,Ward 43
18,666,3,0.45%,5,0.75%,29,4.35%,35,5.26%,133,19.97%,310,46.55%,78,11.71%,4,0.60%,69,10.36%,Ward 43
19,680,7,1.03%,8,1.18%,18,2.65%,12,1.76%,107,15.74%,427,62.79%,41,6.03%,4,0.59%,56,8.24%,Ward 43
20,611,8,1.31%,6,0.98%,25,4.09%,5,0.82%,97,15.88%,377,61.70%,51,8.35%,3,0.49%,39,6.38%,Ward 43
21,295,2,0.68%,0,0%,7,2.37%,3,1.02%,46,15.59%,179,60.68%,29,9.83%,2,0.68%,27,9.15%,Ward 43
22,752,8,1.06%,5,0.66%,23,3.06%,6,0.80%,108,14.36%,459,61.04%,67,8.91%,2,0.27%,74,9.84%,Ward 43
23,542,3,0.55%,4,0.74%,24,4.43%,10,1.85%,67,12.36%,340,62.73%,45,8.30%,3,0.55%,46,8.49%,Ward 43
1,584,11,1.88%,8,1.37%,30,5.14%,13,2.23%,168,28.77%,220,37.67%,75,12.84%,2,0.34%,57,9.76%,Ward 44
2,490,5,1.02%,5,1.02%,13,2.65%,5,1.02%,103,21.02%,290,59.18%,28,5.71%,0,0%,41,8.37%,Ward 44
3,732,4,0.55%,12,1.64%,11,1.50%,14,1.91%,99,13.52%,418,57.10%,105,14.34%,5,0.68%,64,8.74%,Ward 44
4,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,Ward 44
5,495,10,2.02%,2,0.40%,25,5.05%,4,0.81%,195,39.39%,161,32.53%,49,9.90%,1,0.20%,48,9.70%,Ward 44
6,485,4,0.82%,4,0.82%,16,3.30%,10,2.06%,171,35.26%,179,36.91%,45,9.28%,1,0.21%,55,11.34%,Ward 44
7,543,15,2.76%,10,1.84%,23,4.24%,24,4.42%,160,29.47%,172,31.68%,78,14.36%,4,0.74%,57,10.50%,Ward 44
8,483,9,1.86%,11,2.28%,35,7.25%,7,1.45%,150,31.06%,171,35.40%,49,10.14%,0,0%,51,10.56%,Ward 44
9,799,11,1.38%,3,0.38%,28,3.50%,12,1.50%,233,29.16%,409,51.19%,49,6.13%,3,0.38%,51,6.38%,Ward 44
10,755,6,0.79%,5,0.66%,44,5.83%,9,1.19%,211,27.95%,349,46.23%,52,6.89%,5,0.66%,74,9.80%,Ward 44
11,547,8,1.46%,3,0.55%,31,5.67%,6,1.10%,148,27.06%,267,48.81%,35,6.40%,1,0.18%,48,8.78%,Ward 44
12,753,12,1.59%,12,1.59%,22,2.92%,10,1.33%,178,23.64%,308,40.90%,95,12.62%,5,0.66%,111,14.74%,Ward 44
13,644,13,2.02%,6,0.93%,26,4.04%,15,2.33%,224,34.78%,227,35.25%,71,11.02%,0,0%,62,9.63%,Ward 44
14,598,7,1.17%,10,1.67%,20,3.34%,5,0.84%,232,38.80%,217,36.29%,51,8.53%,1,0.17%,55,9.20%,Ward 44
15,754,16,2.12%,11,1.46%,29,3.85%,9,1.19%,206,27.32%,306,40.58%,92,12.20%,4,0.53%,81,10.74%,Ward 44
16,698,14,2.01%,3,0.43%,29,4.15%,11,1.58%,211,30.23%,308,44.13%,63,9.03%,2,0.29%,57,8.17%,Ward 44
17,771,12,1.56%,10,1.30%,31,4.02%,20,2.59%,228,29.57%,287,37.22%,95,12.32%,2,0.26%,86,11.15%,Ward 44
18,468,10,2.14%,8,1.71%,18,3.85%,5,1.07%,158,33.76%,175,37.39%,46,9.83%,3,0.64%,45,9.62%,Ward 44
19,686,13,1.90%,7,1.02%,32,4.66%,10,1.46%,206,30.03%,301,43.88%,61,8.89%,1,0.15%,55,8.02%,Ward 44
20,417,11,2.64%,2,0.48%,19,4.56%,4,0.96%,150,35.97%,164,39.33%,29,6.95%,3,0.72%,35,8.39%,Ward 44
21,692,19,2.75%,6,0.87%,27,3.90%,14,2.02%,225,32.51%,268,38.73%,67,9.68%,1,0.14%,65,9.39%,Ward 44
1,968,4,0.41%,8,0.83%,9,0.93%,76,7.85%,72,7.44%,686,70.87%,46,4.75%,4,0.41%,63,6.51%,Ward 45
2,467,4,0.86%,0,0%,7,1.50%,19,4.07%,35,7.49%,328,70.24%,33,7.07%,1,0.21%,40,8.57%,Ward 45
3,289,2,0.69%,1,0.35%,2,0.69%,15,5.19%,20,6.92%,219,75.78%,15,5.19%,0,0%,15,5.19%,Ward 45
4,348,3,0.86%,0,0%,9,2.59%,18,5.17%,22,6.32%,242,69.54%,27,7.76%,0,0%,27,7.76%,Ward 45
5,524,3,0.57%,4,0.76%,8,1.53%,28,5.34%,79,15.08%,305,58.21%,53,10.11%,3,0.57%,41,7.82%,Ward 45
6,604,6,0.99%,1,0.17%,5,0.83%,50,8.28%,54,8.94%,396,65.56%,30,4.97%,2,0.33%,60,9.93%,Ward 45
7,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,Ward 45
8,522,3,0.57%,4,0.77%,0,0%,52,9.96%,51,9.77%,316,60.54%,36,6.90%,0,0%,60,11.49%,Ward 45
9,499,3,0.60%,3,0.60%,7,1.40%,53,10.62%,51,10.22%,285,57.11%,37,7.41%,0,0%,60,12.02%,Ward 45
10,494,6,1.21%,0,0%,6,1.21%,50,10.12%,57,11.54%,304,61.54%,28,5.67%,0,0%,43,8.70%,Ward 45
11,667,5,0.75%,1,0.15%,5,0.75%,56,8.40%,73,10.94%,418,62.67%,29,4.35%,2,0.30%,78,11.69%,Ward 45
12,426,2,0.47%,7,1.64%,6,1.41%,41,9.62%,69,16.20%,191,44.84%,26,6.10%,0,0%,84,19.72%,Ward 45
13,648,5,0.77%,9,1.39%,9,1.39%,50,7.72%,99,15.28%,354,54.63%,51,7.87%,2,0.31%,69,10.65%,Ward 45
14,358,1,0.28%,4,1.12%,8,2.23%,19,5.31%,50,13.97%,201,56.15%,31,8.66%,0,0%,44,12.29%,Ward 45
15,398,2,0.50%,5,1.26%,5,1.26%,38,9.55%,72,18.09%,160,40.20%,41,10.30%,3,0.75%,72,18.09%,Ward 45
16,518,3,0.58%,3,0.58%,8,1.54%,33,6.37%,104,20.08%,249,48.07%,42,8.11%,0,0%,76,14.67%,Ward 45
17,583,5,0.86%,7,1.20%,5,0.86%,65,11.15%,78,13.38%,323,55.40%,36,6.17%,2,0.34%,62,10.63%,Ward 45
18,584,3,0.51%,3,0.51%,11,1.88%,63,10.79%,74,12.67%,320,54.79%,39,6.68%,1,0.17%,70,11.99%,Ward 45
19,344,9,2.62%,6,1.74%,7,2.03%,35,10.17%,51,14.83%,168,48.84%,21,6.10%,0,0%,47,13.66%,Ward 45
20,489,2,0.41%,6,1.23%,11,2.25%,45,9.20%,108,22.09%,227,46.42%,39,7.98%,1,0.20%,50,10.22%,Ward 45
21,435,2,0.46%,4,0.92%,8,1.84%,40,9.20%,59,13.56%,246,56.55%,20,4.60%,0,0%,56,12.87%,Ward 45
22,498,5,1.00%,8,1.61%,9,1.81%,30,6.02%,133,26.71%,199,39.96%,43,8.63%,1,0.20%,70,14.06%,Ward 45
23,514,10,1.95%,6,1.17%,6,1.17%,36,7.00%,109,21.21%,242,47.08%,44,8.56%,0,0%,61,11.87%,Ward 45
24,443,2,0.45%,4,0.90%,13,2.93%,42,9.48%,73,16.48%,206,46.50%,41,9.26%,0,0%,62,14.00%,Ward 45
25,623,10,1.61%,10,1.61%,15,2.41%,42,6.74%,139,22.31%,268,43.02%,44,7.06%,3,0.48%,92,14.77%,Ward 45
26,438,6,1.37%,4,0.91%,7,1.60%,38,8.68%,106,24.20%,186,42.47%,31,7.08%,2,0.46%,58,13.24%,Ward 45
27,577,6,1.04%,5,0.87%,10,1.73%,20,3.47%,126,21.84%,257,44.54%,55,9.53%,0,0%,98,16.98%,Ward 45
28,546,14,2.56%,6,1.10%,7,1.28%,36,6.59%,106,19.41%,230,42.12%,36,6.59%,4,0.73%,107,19.60%,Ward 45
29,461,13,2.82%,6,1.30%,19,4.12%,21,4.56%,151,32.75%,144,31.24%,40,8.68%,1,0.22%,66,14.32%,Ward 45
1,601,7,1.16%,8,1.33%,20,3.33%,18,3.00%,120,19.97%,276,45.92%,87,14.48%,4,0.67%,61,10.15%,Ward 46
2,566,10,1.77%,12,2.12%,30,5.30%,6,1.06%,162,28.62%,206,36.40%,84,14.84%,0,0%,56,9.89%,Ward 46
